(log)saleprice,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,log(GrLivArea),GrLivArea
5.462397998,760,60,RL,12257,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,56,64,1198,1318,GasA,Ex,Y,1328,1203,0,0,0,2,1,4,1,Gd,9,Typ,1,3,752,Y,222,98,0,0,0,0,0,11,2007,WD,Normal,3.403292145,2531
5.105510185,761,20,RL,9100,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,612,0,252,864,GasA,Ex,Y,864,0,0,0,0,1,0,2,1,TA,5,Typ,0,1,300,Y,0,0,0,0,0,0,450,10,2009,WD,Normal,2.936513742,864
5,762,30,RM,6911,Pave,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,405,0,740,1145,GasA,TA,Y,1301,0,0,0,0,1,0,2,1,Fa,5,Min1,0,2,440,Y,0,0,0,0,0,0,0,10,2009,WD,Normal,3.114277297,1301
5.332842267,763,60,FV,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,24,0,732,756,GasA,Ex,Y,764,783,0,0,0,2,1,3,1,Gd,7,Typ,0,2,614,Y,169,45,0,0,0,0,0,6,2010,Con,Normal,3.189490314,1547
5.527629901,764,60,RL,9430,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1163,0,89,1252,GasA,Ex,Y,1268,1097,0,1,0,2,1,3,1,Gd,8,Typ,1,3,856,Y,0,128,0,0,180,0,0,7,2009,WD,Normal,3.373831145,2365
5.431363764,765,120,RL,9549,Pave,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,Gd,Gd,PConc,437,1057,0,1494,GasA,Ex,Y,1494,0,0,1,0,1,1,2,1,Ex,6,Typ,1,2,481,Y,0,30,0,0,216,0,0,4,2006,WD,Normal,3.174350597,1494
5.42182102,766,20,RL,14587,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1498,1498,GasA,Ex,Y,1506,0,0,0,0,2,0,2,1,Ex,6,Typ,1,2,592,Y,0,174,0,0,0,0,0,8,2008,New,Partial,3.177824972,1506
5.293362555,767,60,RL,10421,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,394,0,586,980,GasA,TA,Y,980,734,0,0,0,2,1,3,1,TA,7,Typ,1,2,496,Y,228,66,156,0,0,0,500,3,2010,WD,Normal,3.234010818,1714
5.204119983,768,50,RL,12508,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,660,0,323,983,GasA,Ex,Y,983,767,0,1,0,2,0,4,1,TA,7,Mod,0,1,423,Y,245,0,156,0,0,0,1300,7,2008,WD,Normal,3.243038049,1750
5.33613339,769,20,RL,9100,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,24,0,1836,1860,GasA,Ex,Y,1836,0,0,0,0,2,0,3,1,Gd,8,Typ,1,2,484,Y,120,33,0,0,0,0,0,10,2006,WD,Normal,3.263872677,1836
5.730782276,770,60,RL,53504,Pave,IR2,HLS,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,Ex,TA,PConc,1416,0,234,1650,GasA,Ex,Y,1690,1589,0,1,0,3,1,4,1,Ex,12,Mod,1,3,841,Y,503,36,0,0,210,0,0,6,2010,WD,Normal,3.515741417,3279
5.13001195,771,85,RL,7252,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,685,0,173,858,GasA,TA,Y,858,0,0,1,0,1,0,2,1,TA,5,Typ,0,2,576,Y,120,0,0,0,0,0,0,4,2009,WD,Normal,2.933487288,858
5.008600172,772,20,RL,8877,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,836,0,0,836,GasA,TA,Y,1220,0,0,0,0,1,0,2,1,TA,6,Typ,0,2,396,Y,0,0,0,0,0,0,0,4,2006,COD,Normal,3.086359831,1220
5.029383778,773,80,RL,7819,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,422,127,480,1029,GasA,TA,Y,1117,0,0,1,0,1,0,3,1,TA,6,Typ,1,2,672,Y,144,0,0,0,0,0,0,3,2010,WD,Abnorml,3.048053173,1117
5.058805487,774,20,RL,10150,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,456,0,456,912,GasA,Ex,Y,912,0,0,0,0,1,0,2,1,TA,5,Typ,0,1,275,Y,0,0,0,0,0,0,0,7,2007,COD,Normal,2.959994838,912
5.596597096,775,20,RL,14226,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1935,1935,GasA,Gd,Y,1973,0,0,0,0,2,0,3,1,Gd,9,Typ,1,3,895,Y,315,45,0,0,0,0,0,7,2007,New,Partial,3.295127085,1973
5.209515015,776,120,RM,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,866,0,338,1204,GasA,Ex,Y,1204,0,0,1,0,2,0,2,1,TA,5,Typ,0,2,412,Y,0,247,0,0,0,0,0,6,2009,WD,Normal,3.080626487,1204
5.345373731,777,20,RL,11210,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20,0,1594,1614,GasA,Ex,Y,1614,0,0,0,0,2,0,3,1,Gd,7,Typ,0,3,865,Y,144,59,0,0,0,0,0,7,2006,New,Partial,3.20790353,1614
5.153814864,778,20,RL,13350,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,762,0,102,864,GasA,TA,Y,894,0,0,1,0,1,0,3,1,TA,5,Typ,1,2,440,Y,241,0,0,0,0,0,0,6,2006,WD,Normal,2.951337519,894
5.158362492,779,90,RH,8400,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,0,0,0,0,GasA,TA,Y,2020,0,0,0,0,2,0,4,2,TA,10,Typ,2,2,630,Y,0,0,0,0,0,0,0,10,2007,WD,Normal,3.305351369,2020
5.130333768,780,90,RL,10530,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,TA,TA,CBlock,975,0,0,975,GasA,TA,Y,1004,0,0,1,0,1,0,2,1,TA,4,Typ,0,2,504,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,3.001733713,1004
5.245512668,781,20,RL,7875,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,0,0,1237,1237,GasA,Gd,Y,1253,0,0,0,0,2,0,3,1,TA,6,Typ,1,2,402,Y,220,21,0,0,0,0,0,6,2007,WD,Normal,3.097951071,1253
5.245265839,782,60,RL,7153,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,387,0,374,761,GasA,Ex,Y,810,793,0,0,0,2,1,3,1,Gd,7,Typ,0,2,484,Y,0,124,0,0,0,0,0,7,2006,WD,Normal,3.204933522,1603
5.272073788,783,20,RL,16285,Pave,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1413,1413,GasA,Ex,Y,1430,0,0,0,0,2,0,3,1,Gd,6,Typ,0,2,605,Y,0,33,0,0,0,0,0,6,2009,WD,Normal,3.155336037,1430
5.218797998,784,85,RL,9101,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,TA,Gd,PConc,1097,0,0,1097,GasA,Ex,Y,1110,0,0,1,0,1,0,1,1,Gd,4,Typ,1,2,602,Y,303,30,0,0,0,0,0,7,2009,WD,Normal,3.045322979,1110
5.10720997,785,75,RM,6300,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,CBlock,0,0,742,742,GasA,Ex,Y,742,742,0,0,0,2,0,3,1,TA,9,Typ,1,0,0,Y,0,291,134,0,0,0,0,6,2008,WD,Normal,3.171433901,1484
5.208172527,786,20,RL,9790,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,251,630,491,1372,GasA,TA,Y,1342,0,0,0,0,2,0,3,1,TA,7,Typ,1,2,457,Y,0,0,0,0,197,0,0,9,2009,WD,Normal,3.127752516,1342
5.1430148,787,50,RM,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,686,0,0,686,GasA,TA,Y,966,686,0,1,0,2,0,4,1,TA,7,Typ,0,1,416,Y,0,0,196,0,0,0,1200,6,2010,WD,Normal,3.218010043,1652
5.367355921,788,60,RL,10142,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,656,0,300,956,GasA,Ex,Y,956,1128,0,1,0,2,1,4,1,Gd,8,Typ,0,2,618,Y,0,45,0,0,0,0,0,1,2010,WD,Normal,3.318897715,2084
5.033021445,789,20,RM,6000,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,901,901,GasA,Ex,Y,901,0,0,0,0,1,0,2,1,TA,4,Typ,0,1,281,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,2.954724791,901
5.273001272,790,60,RL,12205,Pave,IR1,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,568,0,264,832,GasA,Gd,Y,976,1111,0,0,0,2,1,5,1,Gd,9,Typ,0,2,444,Y,133,168,0,0,0,0,0,7,2007,WD,Normal,3.319522449,2087
5.204662512,791,120,RL,3182,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,16,0,1129,1145,GasA,Ex,Y,1145,0,0,0,0,2,0,2,1,Gd,5,Typ,1,2,397,Y,100,16,0,0,0,0,0,9,2009,WD,Normal,3.058805487,1145
5.166726056,792,80,RL,11333,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,539,0,490,1029,GasA,TA,Y,1062,0,0,1,0,1,0,3,1,TA,5,Typ,2,2,539,Y,120,0,0,0,0,0,0,5,2007,WD,Normal,3.026124517,1062
5.431025848,793,60,RL,9920,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,862,0,255,1117,GasA,Ex,Y,1127,886,0,1,0,2,1,3,1,TA,8,Typ,1,2,455,Y,180,130,0,0,0,0,0,6,2007,WD,Normal,3.303843775,2013
5.352182518,794,20,RL,9158,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,0,0,1496,1496,GasA,Ex,Y,1496,0,0,0,0,2,0,3,1,Gd,7,Typ,0,2,474,Y,168,130,0,0,0,0,0,6,2007,New,Partial,3.174931594,1496
5.288919606,795,60,RL,10832,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,0,0,712,712,GasA,Ex,Y,1086,809,0,0,0,2,1,3,1,Gd,7,Typ,1,2,409,Y,143,46,0,0,0,0,500,10,2008,WD,Normal,3.277609214,1895
5.23299611,796,60,RL,8400,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,650,650,GasA,TA,Y,888,676,0,0,0,2,1,3,1,TA,7,Typ,1,2,476,Y,0,50,0,0,204,0,0,4,2010,WD,Normal,3.194236749,1564
5.156851901,797,20,RL,8197,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,0,0,660,660,GasA,Ex,Y,1285,0,0,0,0,1,1,3,1,TA,7,Typ,1,2,528,Y,138,0,0,0,0,0,0,4,2007,WD,Normal,3.108903128,1285
5.041392685,798,20,RL,7677,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,570,0,203,773,GasA,Gd,Y,773,0,0,0,0,1,0,2,1,TA,4,Typ,0,1,240,Y,0,0,0,0,0,0,0,4,2008,WD,Abnorml,2.888179494,773
5.685741739,799,60,RL,13518,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,1926,1926,GasA,Ex,Y,1966,1174,0,0,0,3,1,4,1,Ex,11,Typ,2,3,820,Y,144,78,0,0,0,0,0,7,2009,New,Partial,3.496929648,3140
5.243038049,800,50,RL,7200,Pave,Reg,Lvl,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,569,0,162,731,GasA,Ex,Y,981,787,0,1,0,1,1,3,1,Gd,7,Typ,2,1,240,Y,0,0,264,0,0,0,0,6,2007,WD,Normal,3.247482261,1768
5.301029996,801,60,RL,12798,Pave,IR1,HLS,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,462,0,154,616,GasA,Gd,Y,616,1072,0,1,0,2,1,4,1,Gd,8,Typ,0,2,603,Y,403,114,185,0,0,0,400,5,2008,WD,Normal,3.227372442,1688
5.040997692,802,30,RM,4800,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,197,0,999,1196,GasA,Ex,Y,1196,0,0,1,0,1,0,2,1,TA,5,Typ,0,2,440,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,3.07773118,1196
5.276461804,803,60,RL,8199,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,Gd,TA,PConc,648,0,80,728,GasA,Ex,Y,728,728,0,1,0,2,1,3,1,Gd,7,Typ,1,2,410,Y,36,18,0,0,0,0,0,10,2008,WD,Normal,3.163161375,1456
5.765618642,804,60,RL,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,1734,1734,GasA,Ex,Y,1734,1088,0,0,0,3,1,4,1,Ex,12,Typ,1,3,1020,Y,52,170,0,0,192,0,0,1,2009,New,Partial,3.450557009,2822
5.071882007,805,20,RL,9000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,812,0,124,936,GasA,TA,Y,1128,0,0,0,0,1,0,2,1,TA,5,Min1,0,1,286,Y,0,0,0,0,0,0,0,6,2006,WD,Family,3.0523091,1128
5.357324883,806,20,RL,12274,Pave,IR1,Lvl,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1417,1417,GasA,Ex,Y,1428,0,0,0,0,2,0,3,1,Ex,6,Typ,0,2,554,Y,0,60,0,0,0,0,0,7,2008,New,Partial,3.154728207,1428
5.131939295,807,80,RL,9750,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,400,480,100,980,GasA,Gd,Y,980,0,0,0,0,2,0,3,1,TA,6,Typ,0,1,384,Y,68,0,0,0,0,0,0,10,2006,WD,Normal,2.991226076,980
5.349277527,808,70,RL,21384,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1309,0,15,1324,GasA,Ex,Y,1072,504,0,2,0,1,1,3,1,Gd,6,Typ,1,2,528,Y,0,312,0,0,0,0,0,5,2009,WD,Normal,3.197556213,1576
5.203984244,809,80,RL,13400,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,516,128,380,1024,GasA,TA,Y,1086,0,0,1,0,1,0,3,1,TA,6,Typ,1,2,484,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,3.035829825,1086
5.025305865,810,75,RM,8100,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,TA,TA,PConc,0,0,849,849,GasA,TA,N,1075,1063,0,0,0,2,0,2,3,TA,11,Typ,0,2,360,N,40,156,0,0,0,0,0,11,2009,WD,Normal,3.330007701,2138
5.257678575,811,20,RL,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,663,377,0,1040,GasA,Fa,Y,1309,0,0,1,0,1,1,3,1,Gd,5,Typ,1,2,484,Y,265,0,0,0,0,648,0,1,2006,WD,Normal,3.116939647,1309
5.159867847,812,120,RM,4438,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,662,0,186,848,GasA,Ex,Y,848,0,0,1,0,1,0,1,1,Gd,4,Typ,1,2,420,Y,140,0,0,0,0,0,0,6,2008,ConLD,Normal,2.928395852,848
4.748133737,813,20,C (all),8712,Grvl,Reg,Bnk,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,Fa,TA,CBlock,0,0,540,540,GasA,TA,N,1044,0,0,0,0,1,0,2,1,Fa,4,Typ,0,2,504,N,0,0,0,0,0,0,54,6,2010,WD,Alloca,3.018700499,1044
5.19838213,814,20,RL,9750,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,608,0,834,1442,GasA,Gd,Y,1442,0,0,0,0,1,1,4,1,TA,7,Typ,0,1,301,Y,0,0,275,0,0,0,500,4,2007,COD,Normal,3.15896526,1442
5.064457989,815,50,RL,8248,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,0,0,686,686,GasW,Gd,Y,686,564,0,0,1,1,1,3,1,Fa,7,Typ,0,1,280,P,207,0,96,0,0,0,0,7,2006,WD,Normal,3.096910013,1250
5.351989455,816,20,RL,12137,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,1649,1649,GasA,Ex,Y,1661,0,0,0,0,2,0,3,1,Gd,6,Typ,0,2,598,Y,0,34,0,0,0,0,0,5,2010,WD,Normal,3.220369632,1661
5.136720567,817,20,RL,11425,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,486,0,522,1008,GasA,Gd,Y,1008,0,0,0,0,1,0,2,1,TA,4,Typ,1,1,275,Y,0,0,120,0,0,0,0,7,2006,WD,Normal,3.003460532,1008
5.432969291,818,20,RL,13265,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,Gd,TA,PConc,1218,0,350,1568,GasA,Ex,Y,1689,0,0,1,0,2,0,3,1,Gd,7,Typ,2,3,857,Y,150,59,0,0,0,0,0,7,2008,WD,Normal,3.22762965,1689
5.190331698,819,80,RL,8816,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,504,0,506,1010,GasA,Gd,Y,1052,0,0,1,0,1,0,3,1,TA,6,Typ,0,2,440,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,3.02201574,1052
5.350248018,820,120,RL,6371,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,733,0,625,1358,GasA,Ex,Y,1358,0,0,1,0,2,0,2,1,Gd,6,Typ,1,2,484,Y,192,35,0,0,0,0,0,6,2010,New,Partial,3.13289977,1358
5.26245109,821,60,RL,7226,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,798,798,GasA,Ex,Y,798,842,0,0,0,2,1,3,1,Gd,6,Typ,0,2,595,Y,0,45,0,0,0,0,0,6,2008,WD,Normal,3.214843848,1640
4.968482949,822,20,RM,6000,Pave,Reg,Bnk,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,Fa,TA,CBlock,0,0,936,936,GasA,TA,N,936,0,0,0,0,1,0,2,1,TA,4,Min2,0,2,576,Y,0,32,112,0,0,0,0,2,2009,WD,Normal,2.971275849,936
5.352182518,823,60,RL,12394,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,847,847,GasA,Ex,Y,847,886,0,0,0,2,1,3,1,Gd,7,Typ,1,2,433,Y,100,48,0,0,0,0,0,10,2007,WD,Family,3.238798563,1733
5.144574208,824,50,RL,9900,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,0,0,778,778,GasA,TA,Y,944,545,0,0,0,2,0,3,1,TA,7,Typ,1,1,240,Y,335,0,0,0,0,0,0,7,2009,WD,Normal,3.172894698,1489
5.36660971,825,20,FV,11216,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1489,1489,GasA,Ex,Y,1489,0,0,0,0,2,0,3,1,Gd,7,Typ,1,2,776,Y,0,140,0,0,0,0,0,6,2006,New,Partial,3.172894698,1489
5.58546073,826,20,RL,14803,Pave,Reg,Lvl,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,1636,0,442,2078,GasA,Ex,Y,2084,0,0,1,0,2,0,2,1,Ex,7,Typ,1,3,1220,Y,188,45,0,0,0,0,0,6,2008,New,Partial,3.318897715,2084
5.039414119,827,45,RM,6130,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,784,0,0,784,GasA,Gd,Y,784,0,0,1,0,1,0,2,1,Gd,5,Typ,0,0,0,Y,0,0,116,0,0,0,0,5,2008,WD,Normal,2.894316063,784
5.276461804,828,20,RL,8529,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20,0,1434,1454,GasA,Ex,Y,1434,0,0,0,0,2,0,3,1,Gd,6,Typ,1,2,527,Y,290,39,0,0,0,0,0,4,2009,WD,Normal,3.156549151,1434
